DATE_TIME,pollutant_clean
2025-11-23,-3.923454181965687e-05
2025-11-24,-4.673493699288776e-05
2025-11-25,-5.423533216611865e-05
2025-11-26,-6.173572733934955e-05
2025-11-27,-6.923612251258044e-05
2025-11-28,-7.673651768581134e-05
2025-11-29,-8.423691285904223e-05
2025-11-30,-9.173730803227312e-05
2025-12-01,-9.923770320550401e-05
2025-12-02,-0.00010673809837873491
2025-12-03,-0.0001142384935519658
2025-12-04,-0.0001863936777226627
2025-12-05,-7.450288103427738e-05
2025-12-06,-2.169942672480829e-05
2025-12-07,-3.671165068226401e-05
2025-12-08,-5.172387463971973e-05
2025-12-09,-6.673609859717545e-05
2025-12-10,-8.174832255463117e-05
2025-12-11,-9.676054651208689e-05
2025-12-12,-0.0001117727704695426
2025-12-13,-0.00012678499442699833
2025-12-14,-0.00014179721838445406
2025-12-15,-0.00015680944234190976
2025-12-16,-0.0001718216662993655
2025-12-17,-0.0001362510374747217
2025-12-18,3.796549935941584e-05
2025-12-19,-3.31208466377575e-05
2025-12-20,5.888108717044815e-06
2025-12-21,4.489706407184713e-05
2025-12-22,0.0001125685957958922
2025-12-23,-4.166612416156568e-05
2025-12-24,4.442606950760819e-05
2025-12-25,7.045405072858556e-05
2025-12-26,9.648203194956292e-05
2025-12-27,0.0001225100131705403
2025-12-28,-0.0001491135481046513
2025-12-29,1.57115518959472e-05
2025-12-30,3.7480199534911665e-05
2025-12-31,5.924884717387612e-05
2026-01-01,8.101749481284059e-05
2026-01-02,0.00010278614245180505
2026-01-03,0.0001245547900907695
2026-01-04,3.7906775105511756e-05
2026-01-05,-4.874123987974599e-05
2026-01-06,-6.255090556805953e-05
2026-01-07,-7.636057125637308e-05
2026-01-08,-1.7438678090305387e-05
2026-01-09,4.1483215075762303e-05
2026-01-10,0.00010040510824183
2026-01-11,6.092143667046912e-05
2026-01-12,-9.770210454007611e-05
2026-01-13,-8.320763299707323e-05
2026-01-14,-6.251800186873879e-05
2026-01-15,-4.182837074040435e-05
2026-01-16,-2.1138739612069912e-05
2026-01-17,-4.4910848373547196e-07
2026-01-18,2.024052264459897e-05
2026-01-19,8.701705519342795e-05
2026-01-20,0.0001168249727925286
2026-01-21,2.5678255042294054e-05
2026-01-22,-6.546846270794049e-05
2026-01-23,-0.0001125970666180365
2026-01-24,-3.09755741909612e-05
2026-01-25,0.0002198197325924411
2026-01-26,3.107741940766573e-05
2026-01-27,1.2154638170613907e-05
2026-01-28,-6.768143066437915e-06
2026-01-29,-2.569092430348974e-05
2026-01-30,3.542213380569592e-05
2026-01-31,2.4565912705535667e-06
2026-02-01,-3.0508951264588788e-05
2026-02-02,-6.347449379973114e-05
2026-02-03,1.312526637775591e-05
2026-02-04,-5.043532655690797e-05
2026-02-05,-0.0001056598703144118
2026-02-06,-9.555686847306787e-05
2026-02-07,-8.545386663172394e-05
2026-02-08,-7.535086479038e-05
2026-02-09,-6.524786294903606e-05
2026-02-10,-5.514486110769212e-05
2026-02-11,-9.033958122017793e-06
2026-02-12,3.707694486365654e-05
2026-02-13,2.266950832563452e-05
2026-02-14,3.1404373051676233e-06
2026-02-15,-1.6388633715299274e-05
2026-02-16,-3.5917704735766165e-05
2026-02-17,-5.5446775756233066e-05
2026-02-18,-7.497584677669997e-05
2026-02-19,-9.450491779716685e-05
2026-02-20,-7.089083374012262e-05
2026-02-21,-5.774776582256891e-05
2026-02-22,-4.46046979050152e-05
2026-02-23,-5.913818313274533e-05
2026-02-24,-5.10967661284667e-05
2026-02-25,-4.305534912418807e-05
2026-02-26,-3.501393211990944e-05
2026-02-27,-2.697251511563081e-05
2026-02-28,-2.8354975256661415e-05
2026-03-01,-2.973743539769202e-05
2026-03-02,4.365663698990829e-05
2026-03-03,-0.000246770097874105
2026-03-04,-0.00019092073171123047
2026-03-05,-0.00013507136554835597
2026-03-06,-7.922199938548147e-05
2026-03-07,-2.337263322260696e-05
2026-03-08,-6.034142643329687e-05
2026-03-09,-3.851049950753804e-05
2026-03-10,-1.6679572581779212e-05
2026-03-11,5.151354343979619e-06
2026-03-12,4.655823067878373e-05
2026-03-13,0.0003972428676206619
2026-03-14,9.062369645107543e-05
2026-03-15,-0.0002159954747185111
2026-03-16,-0.0002025764842983335
2026-03-17,-0.00011345479015290037
2026-03-18,-2.433309600746725e-05
2026-03-19,-2.4297693016706035e-05
2026-03-20,-2.426229002594482e-05
2026-03-21,0.0001522189559182152
2026-03-22,0.00010705847186424458
2026-03-23,6.189798781027396e-05
2026-03-24,1.673750375630334e-05
2026-03-25,-5.3684440596651174e-08
2026-03-26,-1.6844872637496643e-05
2026-03-27,-3.363606083439663e-05
2026-03-28,-5.0427249031296625e-05
2026-03-29,-6.721843722819662e-05
2026-03-30,-8.40096254250966e-05
2026-03-31,-9.481547022005543e-05
2026-04-01,-7.8628588388104e-05
2026-04-02,-6.244170655615258e-05
2026-04-03,-4.625482472420117e-05
2026-04-04,-3.0067942892249747e-05
2026-04-05,-1.3881061060298322e-05
2026-04-06,2.305820771653089e-06
2026-04-07,0.0001041823998093605
2026-04-08,0.0002293015277246013
2026-04-09,0.0001486217079218477
2026-04-10,6.794188811909407e-05
2026-04-11,1.3001631790151201e-05
2026-04-12,-4.193862453879167e-05
2026-04-13,-9.687888086773455e-05
2026-04-14,-2.226357992185513e-06
2026-04-15,-0.0007351244566962123
2026-04-16,1.038746177073335e-05
2026-04-17,1.346903445664793e-05
2026-04-18,-2.84164258346209e-07
2026-04-19,6.21456783846952e-05
2026-04-20,-0.0002232687984360382
2026-04-21,-0.00012743437400786206
2026-04-22,-3.1599949579685954e-05
2026-04-23,6.423447484849015e-05
2026-04-24,0.0001600688992766663
2026-04-25,0.0004205860022921115
2026-04-26,-0.0001483593950979412
2026-04-27,-0.0001960950467037037
2026-04-28,3.377261236892082e-05
2026-04-29,1.585064092068933e-05
2026-04-30,0.000155820045620203
2026-05-01,0.0001455545958985264
2026-05-02,0.00013528914617684978
2026-05-03,0.0001250236964551732
2026-05-04,4.317812999943271e-05
2026-05-05,2.489035250619054e-05
2026-05-06,6.602575012948364e-06
2026-05-07,-1.081545360648306e-05
2026-05-08,4.264186054570018e-05
2026-05-09,9.609917469788343e-05
2026-05-10,4.716241164715029e-05
2026-05-11,5.19745190104004e-05
2026-05-12,5.678662637365051e-05
2026-05-13,5.959657250463756e-05
2026-05-14,6.240651863562461e-05
2026-05-15,6.521646476661166e-05
2026-05-16,6.80264108975987e-05
2026-05-17,7.083635702858576e-05
2026-05-18,7.364630315957281e-05
2026-05-19,7.645624929055985e-05
2026-05-20,7.92661954215469e-05
2026-05-21,8.207614155253395e-05
2026-05-22,1.9112783775199205e-05
2026-05-23,-4.385057400213555e-05
2026-05-24,-1.4240085874917053e-06
2026-05-25,4.100255682715215e-05
2026-05-26,4.538152643362992e-05
2026-05-27,2.0976382074877566e-06
2026-05-28,-4.118625001865441e-05
2026-05-29,-8.447013824479659e-05
2026-05-30,-0.00012775402647093875
2026-05-31,-0.0001710379146970809
2026-06-01,-5.521241473616101e-05
2026-06-02,-0.0001155298959929496
2026-06-03,-0.0001494246680522338
2026-06-04,0.0001113110483856872
2026-06-05,-0.0001554777409182861
2026-06-06,4.293767415219918e-05
2026-06-07,0.0001853918802225962
2026-06-08,0.00012471769059629875
2026-06-09,6.404350097000132e-05
2026-06-10,3.3693113437038846e-06
2026-06-11,-5.730487828259356e-05
2026-06-12,-0.0001697586267255247
2026-06-13,5.355352550395764e-05
2026-06-14,-5.056220591844379e-06
2026-06-15,-6.36659666876464e-05
2026-06-16,-0.0001222757127834484
2026-06-17,-1.299372161156498e-05
2026-06-18,0.0001082975068129599
2026-06-19,0.0001816759759094566
2026-06-20,-6.723448314005509e-05
2026-06-21,-6.209984167071525e-05
2026-06-22,-5.696520020137541e-05
2026-06-23,-4.733650257549016e-06
2026-06-24,2.200700964749558e-05
2026-06-25,4.8747669552540174e-05
2026-06-26,7.548832945758477e-05
2026-06-27,0.0001727160852169618
2026-06-28,3.338956230436452e-05
2026-06-29,2.3680187496211147e-05
2026-06-30,1.3970812688057777e-05
2026-07-01,4.261437879904406e-06
2026-07-02,-5.447936928248964e-06
2026-07-03,-4.484168312046677e-05
2026-07-04,0.0002134984824806452
2026-07-05,0.00023351477284450084
2026-07-06,0.0002535310632083565
2026-07-07,0.0001151194592239335
2026-07-08,8.673997945152223e-05
2026-07-09,4.06124017899856e-05
2026-07-10,-4.437464667716995e-05
2026-07-11,6.301449805808566e-06
2026-07-12,5.697754628878708e-05
2026-07-13,0.0001076536427717656
2026-07-14,1.502038139733486e-05
2026-07-15,2.361460246902425e-05
2026-07-16,-7.228361209854484e-05
2026-07-17,-0.0002645548374857754
2026-07-18,-0.0001377193925691245
2026-07-19,-1.088394765247358e-05
2026-07-20,-5.16305090059177e-06
2026-07-21,5.578458512900397e-07
2026-07-22,6.27874260317185e-06
2026-07-23,1.199963935505366e-05
2026-07-24,-6.197631296345207e-05
2026-07-25,-0.0001359522652819578
2026-07-26,-0.00020992821760046354
2026-07-27,-0.0002839041699189693
2026-07-28,-0.00023192016124085058
2026-07-29,-0.00017993615256273188
2026-07-30,-0.00012795214388461318
2026-07-31,-7.596813520649448e-05
2026-08-01,1.962024362001102e-05
2026-08-02,-2.730344931478612e-05
2026-08-03,7.42786141927354e-07
2026-08-04,2.878902159864083e-05
2026-08-05,7.519036080338992e-05
2026-08-06,0.000121591700008139
2026-08-07,6.371649214997888e-05
2026-08-08,1.214596886711661e-05
2026-08-09,-0.00017977742663788374
2026-08-10,-0.0003717008221428841
2026-08-11,-2.848230360541493e-05
2026-08-12,-2.775247958197724e-05
2026-08-13,1.1261371885969616e-05
2026-08-14,5.027522335391647e-05
2026-08-15,8.928907482186332e-05
2026-08-16,0.0001670572382863611
2026-08-17,2.240864523628261e-05
2026-08-18,0.0002565600734669715
2026-08-19,3.306980215711519e-05
2026-08-20,-0.0001904204691527411
2026-08-21,0.0001923252420965582
2026-08-22,-7.151714089559391e-05
2026-08-23,-8.41331590587894e-05
2026-08-24,-9.674917722198491e-05
2026-08-25,-0.0001093651953851804
2026-08-26,-7.601519610034302e-05
2026-08-27,-8.675420758663677e-06
2026-08-28,5.866435458301567e-05
2026-08-29,-3.214981916244142e-05
